1	2	3	4	5	6	ki
0.14056	0.163941	0.245339	0.279451	0.0405079	0.130201	3.25087e-08
0.140306	0.163185	0.245651	0.279824	0.0405746	0.13046	3.53183e-08
0.140054	0.162436	0.245959	0.280193	0.0406407	0.130717	3.83707e-08
0.139804	0.161695	0.246265	0.280559	0.0407062	0.130971	4.16869e-08
0.139556	0.160961	0.246567	0.280921	0.040771	0.131223	4.52898e-08
0.13931	0.160234	0.246867	0.28128	0.0408352	0.131473	4.9204e-08
0.139066	0.159514	0.247164	0.281636	0.0408989	0.131721	5.34564e-08
0.138825	0.158801	0.247457	0.281987	0.0409619	0.131967	5.80764e-08
0.138585	0.158095	0.247748	0.282336	0.0410243	0.132211	6.30957e-08
0.138348	0.157396	0.248036	0.282681	0.0410861	0.132453	6.85488e-08
0.138112	0.156704	0.248322	0.283023	0.0411474	0.132692	7.44732e-08
0.137879	0.156018	0.248604	0.283361	0.0412081	0.13293	8.09096e-08
0.137647	0.155339	0.248884	0.283696	0.0412682	0.133165	8.79023e-08
0.137418	0.154667	0.249161	0.284028	0.0413278	0.133399	9.54993e-08
0.13719	0.154001	0.249435	0.284357	0.0413868	0.13363	1.03753e-07
0.136964	0.153342	0.249707	0.284682	0.0414452	0.13386	1.1272e-07
0.136741	0.152689	0.249976	0.285005	0.0415031	0.134087	1.22462e-07
0.136519	0.152042	0.250242	0.285324	0.0415604	0.134313	1.33045e-07
0.136299	0.151401	0.250506	0.28564	0.0416172	0.134536	1.44544e-07
0.136081	0.150767	0.250768	0.285953	0.0416735	0.134758	1.57036e-07
0.135864	0.150139	0.251026	0.286263	0.0417292	0.134978	1.70608e-07
0.13565	0.149517	0.251283	0.28657	0.0417844	0.135196	1.85353e-07
0.135437	0.148901	0.251536	0.286874	0.0418391	0.135412	2.01372e-07
0.135227	0.148291	0.251788	0.287175	0.0418933	0.135626	2.18776e-07
0.135018	0.147687	0.252037	0.287474	0.0419469	0.135838	2.37684e-07
0.134811	0.147089	0.252283	0.287769	0.0420001	0.136048	2.58226e-07
0.134605	0.146496	0.252527	0.288061	0.0420527	0.136257	2.80543e-07
0.134402	0.145909	0.252769	0.288351	0.0421049	0.136464	3.04789e-07
0.1342	0.145328	0.253008	0.288638	0.0421566	0.136669	3.31131e-07
0.134	0.144753	0.253245	0.288922	0.0422078	0.136872	3.59749e-07
0.133802	0.144183	0.25348	0.289204	0.0422585	0.137074	3.90841e-07
0.133605	0.143618	0.253713	0.289482	0.0423087	0.137273	4.2462e-07
0.13341	0.143059	0.253943	0.289758	0.0423585	0.137471	4.61318e-07
0.133217	0.142505	0.254171	0.290032	0.0424078	0.137667	5.01187e-07
0.133025	0.141957	0.254397	0.290302	0.0424566	0.137862	5.44503e-07
0.132835	0.141414	0.254621	0.29057	0.0425049	0.138055	5.91562e-07
0.132647	0.140876	0.254843	0.290836	0.0425529	0.138246	6.42688e-07
0.13246	0.140343	0.255062	0.291099	0.0426003	0.138436	6.98232e-07
0.132275	0.139816	0.255279	0.291359	0.0426474	0.138624	7.58578e-07
0.132091	0.139293	0.255495	0.291617	0.042694	0.13881	8.24138e-07
0.131909	0.138775	0.255708	0.291873	0.0427401	0.138994	8.95365e-07
0.131729	0.138263	0.255919	0.292126	0.0427858	0.139177	9.72747e-07
0.13155	0.137755	0.256128	0.292377	0.0428311	0.139359	1.05682e-06
0.131373	0.137252	0.256335	0.292625	0.0428759	0.139539	1.14815e-06
0.131197	0.136754	0.25654	0.292871	0.0429204	0.139717	1.24738e-06
0.131023	0.136261	0.256744	0.293114	0.0429644	0.139894	1.35519e-06
0.130851	0.135772	0.256945	0.293355	0.043008	0.140069	1.47231e-06
0.130679	0.135288	0.257144	0.293594	0.0430512	0.140243	1.59956e-06
0.13051	0.134809	0.257342	0.293831	0.043094	0.140415	1.7378e-06
0.130341	0.134334	0.257537	0.294065	0.0431364	0.140586	1.88799e-06
0.130175	0.133864	0.257731	0.294297	0.0431784	0.140755	2.05116e-06
0.130009	0.133398	0.257923	0.294527	0.04322	0.140922	2.22844e-06
0.129845	0.132937	0.258113	0.294755	0.0432612	0.141089	2.42103e-06
0.129683	0.13248	0.258301	0.29498	0.043302	0.141253	2.63027e-06
0.129522	0.132027	0.258487	0.295204	0.0433425	0.141417	2.85759e-06
0.129362	0.131579	0.258672	0.295425	0.0433826	0.141579	3.10456e-06
0.129204	0.131135	0.258855	0.295644	0.0434223	0.14174	3.37287e-06
